Year,State,Age Group (Years),State Rate,State Births
1/1/2007,Texas,15-19 years,61.8,54281
1/1/2007,Utah,15-19 years,35.4,3775
1/1/2007,Vermont,15-19 years,21,492
1/1/2007,Virginia,15-19 years,34.2,9200
1/1/2007,Washington,15-19 years,33.3,7430
1/1/2007,West Virginia,15-19 years,45.8,2714
1/1/2007,Wisconsin,15-19 years,31.1,6243
1/1/2007,Wyoming,15-19 years,49.9,921
1/1/2008,Alabama,15-19 years,50.5,8559
1/1/2008,Alaska,15-19 years,44.2,1135
1/1/2008,Arizona,15-19 years,54.5,12051
1/1/2008,Arkansas,15-19 years,59.8,5940
1/1/2008,California,15-19 years,37.9,51730
1/1/2008,Colorado,15-19 years,40.5,6638
1/1/2008,Connecticut,15-19 years,22.6,2789
1/1/2008,Delaware,15-19 years,38.3,1237
1/1/2008,District of Columbia,15-19 years,51.1,1083
1/1/2008,Florida,15-19 years,40,24077
1/1/2008,Georgia,15-19 years,50,17273
1/1/2008,Hawaii,15-19 years,38.9,1625
1/1/2008,Idaho,15-19 years,39.6,2261
1/1/2008,Illinois,15-19 years,38.5,17410
1/1/2008,Indiana,15-19 years,41.2,9607
1/1/2008,Iowa,15-19 years,33.4,3591
1/1/2008,Kansas,15-19 years,44.1,4403
1/1/2008,Kentucky,15-19 years,52.5,7636
1/1/2008,Louisiana,15-19 years,54,8817
1/1/2008,Maine,15-19 years,25,1117
1/1/2008,Maryland,15-19 years,32.6,6560
1/1/2008,Massachusetts,15-19 years,19.8,4586
1/1/2008,Michigan,15-19 years,32.3,11985
1/1/2008,Minnesota,15-19 years,26.5,4885
1/1/2008,Mississippi,15-19 years,64,7193
1/1/2008,Missouri,15-19 years,43.5,9160
1/1/2008,Montana,15-19 years,38.9,1312
1/1/2008,Nebraska,15-19 years,35.8,2286
1/1/2008,Nevada,15-19 years,49.1,4262
1/1/2008,New Hampshire,15-19 years,19.1,902
1/1/2008,New Jersey,15-19 years,24,7008
1/1/2008,New Mexico,15-19 years,61.4,4540
1/1/2008,New York,15-19 years,25.5,17289
1/1/2008,North Carolina,15-19 years,47.3,15136
1/1/2008,North Dakota,15-19 years,28.3,666
1/1/2008,Ohio,15-19 years,39.5,16204
1/1/2008,Oklahoma,15-19 years,57.8,7494
1/1/2008,Oregon,15-19 years,35.6,4476
1/1/2008,Pennsylvania,15-19 years,30.4,13724
1/1/2008,Rhode Island,15-19 years,27.6,1124
1/1/2008,South Carolina,15-19 years,51.2,8329
1/1/2008,South Dakota,15-19 years,39.1,1117
1/1/2008,Tennessee,15-19 years,52.2,11157
1/1/2008,Texas,15-19 years,60.7,54284
1/1/2008,Utah,15-19 years,34.6,3749
1/1/2008,Vermont,15-19 years,20.3,472
1/1/2008,Virginia,15-19 years,32.5,8801
1/1/2008,Washington,15-19 years,32.8,7386
1/1/2008,West Virginia,15-19 years,46.9,2772
1/1/2008,Wisconsin,15-19 years,30.3,6041
1/1/2008,Wyoming,15-19 years,47.5,879
1/1/2009,Alabama,15-19 years,48.3,8205
1/1/2009,Alaska,15-19 years,43.2,1106
1/1/2009,Arizona,15-19 years,48.6,10874
1/1/2009,Arkansas,15-19 years,57.8,5753
1/1/2009,California,15-19 years,34.9,47831
1/1/2009,Colorado,15-19 years,37.7,6203
1/1/2009,Connecticut,15-19 years,21.2,2605
1/1/2009,Delaware,15-19 years,33.5,1081
1/1/2009,District of Columbia,15-19 years,48.5,1034
1/1/2009,Florida,15-19 years,36.6,22021
1/1/2009,Georgia,15-19 years,47,16345
1/1/2009,Hawaii,15-19 years,37,1547
1/1/2009,Idaho,15-19 years,35.9,2038
1/1/2009,Illinois,15-19 years,35.9,16196
1/1/2009,Indiana,15-19 years,40.8,9527
1/1/2009,Iowa,15-19 years,32.1,3421
1/1/2009,Kansas,15-19 years,42.7,4233
1/1/2009,Kentucky,15-19 years,49.7,7208
1/1/2009,Louisiana,15-19 years,51.7,8413
1/1/2009,Maine,15-19 years,24,1047
1/1/2009,Maryland,15-19 years,30.7,6140
1/1/2009,Massachusetts,15-19 years,19.5,4482
1/1/2009,Michigan,15-19 years,31.9,11709
1/1/2009,Minnesota,15-19 years,24.1,4384
1/1/2009,Mississippi,15-19 years,62.2,6945
1/1/2009,Missouri,15-19 years,40.6,8499
1/1/2009,Montana,15-19 years,38.4,1264
1/1/2009,Nebraska,15-19 years,34.8,2209
1/1/2009,Nevada,15-19 years,44,3879
1/1/2009,New Hampshire,15-19 years,16.4,765
1/1/2009,New Jersey,15-19 years,22,6408
1/1/2009,New Mexico,15-19 years,60.3,4438
1/1/2009,New York,15-19 years,24.2,16306
1/1/2009,North Carolina,15-19 years,43.7,14093
1/1/2009,North Dakota,15-19 years,28.7,663
1/1/2009,Ohio,15-19 years,37.9,15445
1/1/2009,Oklahoma,15-19 years,57.4,7451
1/1/2009,Oregon,15-19 years,32.5,4063
1/1/2009,Pennsylvania,15-19 years,28.7,12850
1/1/2009,Rhode Island,15-19 years,25.8,1051
1/1/2009,South Carolina,15-19 years,47,7651
1/1/2009,South Dakota,15-19 years,38.7,1092
1/1/2009,Tennessee,15-19 years,48.4,10378
1/1/2009,Texas,15-19 years,57.9,52656
1/1/2009,Utah,15-19 years,30.7,3349
1/1/2009,Vermont,15-19 years,17.3,393
1/1/2009,Virginia,15-19 years,30.4,8228
1/1/2009,Washington,15-19 years,30.4,6866
1/1/2009,West Virginia,15-19 years,48.2,2845
1/1/2009,Wisconsin,15-19 years,29.4,5798
1/1/2009,Wyoming,15-19 years,43.4,814
1/1/2010,Alabama,15-19 years,43.6,7343
1/1/2010,Alaska,15-19 years,38.3,956
1/1/2010,Arizona,15-19 years,41.9,9389
1/1/2010,Arkansas,15-19 years,52.5,5229
1/1/2010,California,15-19 years,31.5,43149
1/1/2010,Colorado,15-19 years,33.4,5474
1/1/2010,Connecticut,15-19 years,18.7,2274
1/1/2010,Delaware,15-19 years,30.5,974
1/1/2010,District of Columbia,15-19 years,45.4,951
1/1/2010,Florida,15-19 years,32,19127
1/1/2010,Georgia,15-19 years,41.4,14378
1/1/2010,Hawaii,15-19 years,32.5,1347
1/1/2010,Idaho,15-19 years,33,1863
1/1/2010,Illinois,15-19 years,33,14798
1/1/2010,Indiana,15-19 years,37.3,8665
1/1/2010,Iowa,15-19 years,28.6,3017
1/1/2010,Kansas,15-19 years,39.3,3865
1/1/2010,Kentucky,15-19 years,46.2,6684
1/1/2010,Louisiana,15-19 years,47.7,7689
1/1/2010,Maine,15-19 years,21.4,917
1/1/2010,Maryland,15-19 years,27.3,5396
1/1/2010,Massachusetts,15-19 years,17.2,3909
1/1/2010,Michigan,15-19 years,30.1,10835
1/1/2010,Minnesota,15-19 years,22.5,4035
1/1/2010,Mississippi,15-19 years,55,6077
1/1/2010,Missouri,15-19 years,37.1,7669
1/1/2010,Montana,15-19 years,35,1128
1/1/2010,Nebraska,15-19 years,31.1,1958
1/1/2010,Nevada,15-19 years,38.6,3421
1/1/2010,New Hampshire,15-19 years,15.7,722
1/1/2010,New Jersey,15-19 years,20.1,5793
1/1/2010,New Mexico,15-19 years,53,3872
1/1/2010,New York,15-19 years,22.7,15126
1/1/2010,North Carolina,15-19 years,38.3,12309
1/1/2010,North Dakota,15-19 years,28.8,659
1/1/2010,Ohio,15-19 years,34.1,13752
1/1/2010,Oklahoma,15-19 years,50.4,6496
1/1/2010,Oregon,15-19 years,28.2,3496
1/1/2010,Pennsylvania,15-19 years,27,11959
1/1/2010,Rhode Island,15-19 years,22.3,891
1/1/2010,South Carolina,15-19 years,42.6,6849
1/1/2010,South Dakota,15-19 years,34.9,975
1/1/2010,Tennessee,15-19 years,43.2,9254
1/1/2010,Texas,15-19 years,52.2,47751
1/1/2010,Utah,15-19 years,27.9,3049
1/1/2010,Vermont,15-19 years,17.9,401
1/1/2010,Virginia,15-19 years,27.4,7374
1/1/2010,Washington,15-19 years,26.7,6002
1/1/2010,West Virginia,15-19 years,44.8,2608
1/1/2010,Wisconsin,15-19 years,26.2,5100
1/1/2010,Wyoming,15-19 years,39,723
1/1/2013,Idaho,15-19 years,25.7,1425
1/1/2011,Alabama,15-19 years,40.5,6609
1/1/2011,Alaska,15-19 years,36.2,880
1/1/2011,Arizona,15-19 years,38.5,8402
1/1/2011,Arkansas,15-19 years,50.7,4845
1/1/2011,California,15-19 years,28.7,38303
1/1/2011,Colorado,15-19 years,28.9,4734
1/1/2011,Connecticut,15-19 years,16.4,2020
1/1/2011,Delaware,15-19 years,29.3,900
1/1/2011,District of Columbia,15-19 years,42.8,879
1/1/2011,Florida,15-19 years,29.5,17125
1/1/2011,Georgia,15-19 years,38.2,12991
1/1/2011,Hawaii,15-19 years,30,1199
1/1/2011,Idaho,15-19 years,27.7,1584
1/1/2011,Illinois,15-19 years,29.5,13026
1/1/2011,Indiana,15-19 years,34.8,7917
1/1/2011,Iowa,15-19 years,25.3,2665
1/1/2011,Kansas,15-19 years,35.4,3493
1/1/2011,Kentucky,15-19 years,43.5,6111
1/1/2011,Louisiana,15-19 years,45.1,6970
1/1/2011,Maine,15-19 years,20.8,867
1/1/2011,Maryland,15-19 years,24.7,4797
1/1/2014,Vermont,15-19 years,14.2,307
1/1/2011,Massachusetts,15-19 years,15.4,3478
1/1/2011,Michigan,15-19 years,27.8,9658
1/1/2011,Minnesota,15-19 years,19.3,3464
1/1/2011,Mississippi,15-19 years,50.2,5363
1/1/2011,Missouri,15-19 years,34.5,6944
1/1/2011,Montana,15-19 years,29.2,930
1/1/2011,Nebraska,15-19 years,27.2,1731
1/1/2011,Nevada,15-19 years,36.1,3073
1/1/2011,New Hampshire,15-19 years,13.7,629
1/1/2011,New Jersey,15-19 years,18.7,5358
1/1/2011,New Mexico,15-19 years,48.8,3452
1/1/2011,New York,15-19 years,21.2,13718
1/1/2011,North Carolina,15-19 years,34.9,11070
1/1/2011,North Dakota,15-19 years,28.2,647
1/1/2011,Ohio,15-19 years,31.5,12338
1/1/2011,Oklahoma,15-19 years,47.8,6025
1/1/2011,Oregon,15-19 years,25.8,3134
1/1/2011,Pennsylvania,15-19 years,24.9,10816
1/1/2011,Rhode Island,15-19 years,21.3,831
1/1/2011,South Carolina,15-19 years,39.1,6026
1/1/2011,South Dakota,15-19 years,34.3,964
1/1/2011,Tennessee,15-19 years,40.8,8497
1/1/2011,Texas,15-19 years,46.9,42748
1/1/2011,Utah,15-19 years,23.1,2542
1/1/2011,Vermont,15-19 years,16.8,375
1/1/2011,Virginia,15-19 years,24.5,6524
1/1/2011,Washington,15-19 years,25.4,5530
1/1/2011,West Virginia,15-19 years,43.5,2461
1/1/2011,Wisconsin,15-19 years,23.2,4504
1/1/2011,Wyoming,15-19 years,35.2,625
1/1/2012,Alabama,15-19 years,39.2,6195
1/1/2012,Alaska,15-19 years,34.5,817
1/1/2012,Arizona,15-19 years,37.4,8119
1/1/2012,Arkansas,15-19 years,45.7,4349
1/1/2012,California,15-19 years,26.5,34890
1/1/2012,Colorado,15-19 years,25.4,4154
1/1/2012,Connecticut,15-19 years,15.1,1889
1/1/2012,Delaware,15-19 years,25,761
1/1/2012,District of Columbia,15-19 years,38.6,791
1/1/2012,Florida,15-19 years,28,15952
1/1/2012,Georgia,15-19 years,33.8,11488
1/1/2012,Hawaii,15-19 years,28.1,1108
1/1/2012,Idaho,15-19 years,28.3,1568
1/1/2012,Illinois,15-19 years,27.9,12098
1/1/2012,Indiana,15-19 years,33,7370
1/1/2012,Iowa,15-19 years,24.1,2498
1/1/2012,Kansas,15-19 years,34.1,3306
1/1/2012,Kentucky,15-19 years,41.5,5689
1/1/2012,Louisiana,15-19 years,43.1,6458
1/1/2012,Maine,15-19 years,19.4,798
1/1/2012,Maryland,15-19 years,22.1,4286
1/1/2012,Massachusetts,15-19 years,14.1,3220
1/1/2012,Michigan,15-19 years,26.3,8913
1/1/2012,Minnesota,15-19 years,18.5,3295
1/1/2012,Mississippi,15-19 years,46.1,4781
1/1/2012,Missouri,15-19 years,32.2,6317
1/1/2012,Montana,15-19 years,28.8,892
1/1/2012,Nebraska,15-19 years,26.8,1671
1/1/2012,Nevada,15-19 years,33.4,2863
1/1/2012,New Hampshire,15-19 years,13.8,629
1/1/2012,New Jersey,15-19 years,16.7,4772
1/1/2012,New Mexico,15-19 years,47.5,3275
1/1/2012,New York,15-19 years,19.7,12592
1/1/2012,North Carolina,15-19 years,31.8,10077
1/1/2012,North Dakota,15-19 years,26.5,603
1/1/2012,Ohio,15-19 years,29.8,11437
1/1/2012,Oklahoma,15-19 years,47.3,5844
1/1/2012,Oregon,15-19 years,23.8,2851
1/1/2012,Pennsylvania,15-19 years,23.7,10049
1/1/2012,Rhode Island,15-19 years,19.9,760
1/1/2012,South Carolina,15-19 years,36.6,5537
1/1/2012,South Dakota,15-19 years,33.3,929
1/1/2012,Tennessee,15-19 years,38.5,7910
1/1/2012,Texas,15-19 years,44.4,40451
1/1/2012,Utah,15-19 years,23.3,2494
1/1/2012,Vermont,15-19 years,16.3,361
1/1/2012,Virginia,15-19 years,22.9,6076
1/1/2012,Washington,15-19 years,23.4,5017
1/1/2012,West Virginia,15-19 years,44.1,2407
1/1/2012,Wisconsin,15-19 years,21.9,4159
1/1/2012,Wyoming,15-19 years,34.7,622
1/1/2013,Alabama,15-19 years,34.3,5392
1/1/2013,Alaska,15-19 years,30.3,708
1/1/2013,Arizona,15-19 years,33.1,7232
1/1/2013,Arkansas,15-19 years,43.5,4155
1/1/2013,California,15-19 years,23.6,30505
1/1/2013,Colorado,15-19 years,23.4,3834
1/1/2013,Connecticut,15-19 years,12.9,1606
1/1/2013,Delaware,15-19 years,24.7,728
1/1/2013,District of Columbia,15-19 years,32.1,637
1/1/2013,Florida,15-19 years,24.6,13962
1/1/2013,Georgia,15-19 years,30.5,10322
1/1/2013,Hawaii,15-19 years,25.1,976
1/1/2013,Illinois,15-19 years,24.6,10525
1/1/2013,Indiana,15-19 years,30.3,6742
1/1/2013,Iowa,15-19 years,22.1,2289
1/1/2013,Kansas,15-19 years,29.6,2869
1/1/2013,Kentucky,15-19 years,39.5,5410
1/1/2013,Louisiana,15-19 years,39.2,5811
1/1/2013,Maine,15-19 years,17.4,697
1/1/2013,Maryland,15-19 years,19.4,3690
1/1/2013,Massachusetts,15-19 years,12.1,2734
1/1/2013,Michigan,15-19 years,23.6,7872
1/1/2013,Minnesota,15-19 years,16.8,2950
1/1/2013,Mississippi,15-19 years,42.6,4347
1/1/2013,Missouri,15-19 years,30,5814
1/1/2013,Montana,15-19 years,27.9,855
1/1/2013,Nebraska,15-19 years,24.9,1552
1/1/2013,Nevada,15-19 years,30.3,2604
1/1/2013,New Hampshire,15-19 years,12.6,560
1/1/2013,New Jersey,15-19 years,14.8,4188
1/1/2013,New Mexico,15-19 years,43.3,2959
1/1/2013,New York,15-19 years,17.7,11128
1/1/2013,North Carolina,15-19 years,28.4,9020
1/1/2013,North Dakota,15-19 years,24.1,563
1/1/2013,Ohio,15-19 years,27.2,10352
1/1/2013,Oklahoma,15-19 years,42.9,5310
1/1/2013,Oregon,15-19 years,21.6,2594
1/1/2013,Pennsylvania,15-19 years,20.9,8657
1/1/2013,Rhode Island,15-19 years,17.7,659
1/1/2013,South Carolina,15-19 years,31.6,4763
1/1/2013,South Dakota,15-19 years,29.1,812
1/1/2013,Tennessee,15-19 years,34.7,7105
1/1/2013,Texas,15-19 years,41,37525
1/1/2013,Utah,15-19 years,20.6,2254
1/1/2013,Vermont,15-19 years,14.5,317
1/1/2013,Virginia,15-19 years,20.1,5300
1/1/2013,Washington,15-19 years,20.5,4386
1/1/2013,West Virginia,15-19 years,40.1,2178
1/1/2013,Wisconsin,15-19 years,19.6,3692
1/1/2013,Wyoming,15-19 years,29.6,540
1/1/2014,Alabama,15-19 years,32,5009
1/1/2014,Alaska,15-19 years,27.8,645
1/1/2014,Arizona,15-19 years,29.9,6622
1/1/2014,Arkansas,15-19 years,39.5,3782
1/1/2014,California,15-19 years,21.1,27025
1/1/2014,Colorado,15-19 years,20.3,3377
1/1/2014,Connecticut,15-19 years,11.5,1420
1/1/2014,Delaware,15-19 years,20.7,616
1/1/2014,District of Columbia,15-19 years,28.4,565
1/1/2014,Florida,15-19 years,22.5,12816
1/1/2014,Georgia,15-19 years,28.4,9661
1/1/2014,Hawaii,15-19 years,23.1,893
1/1/2014,Idaho,15-19 years,23.2,1303
1/1/2014,Illinois,15-19 years,22.8,9591
1/1/2014,Indiana,15-19 years,28,6223
1/1/2014,Iowa,15-19 years,19.8,2048
1/1/2014,Kansas,15-19 years,27.6,2674
1/1/2014,Kentucky,15-19 years,35.3,4877
1/1/2014,Louisiana,15-19 years,35.8,5270
1/1/2014,Maine,15-19 years,16.5,655
1/1/2014,Maryland,15-19 years,17.8,3379
1/1/2014,Massachusetts,15-19 years,10.6,2404
1/1/2014,Michigan,15-19 years,21.1,6967
1/1/2014,Minnesota,15-19 years,15.5,2709
1/1/2014,Mississippi,15-19 years,38,3853
1/1/2014,Missouri,15-19 years,27.2,5232
1/1/2014,Montana,15-19 years,26.4,807
1/1/2014,Nebraska,15-19 years,22.2,1390
1/1/2014,Nevada,15-19 years,28.5,2448
1/1/2014,New Hampshire,15-19 years,11,484
1/1/2014,New Jersey,15-19 years,13.1,3678
1/1/2014,New Mexico,15-19 years,37.8,2543
1/1/2014,New York,15-19 years,16.1,9954
1/1/2014,North Carolina,15-19 years,25.9,8280
1/1/2014,North Dakota,15-19 years,23.9,564
1/1/2014,Ohio,15-19 years,25.1,9473
1/1/2014,Oklahoma,15-19 years,38.5,4802
1/1/2014,Oregon,15-19 years,20,2390
1/1/2014,Pennsylvania,15-19 years,19.3,7892
1/1/2014,Rhode Island,15-19 years,15.8,590
1/1/2014,South Carolina,15-19 years,28.5,4297
1/1/2014,South Dakota,15-19 years,26.2,735
1/1/2014,Tennessee,15-19 years,33,6756
1/1/2014,Texas,15-19 years,37.8,35063
1/1/2014,Utah,15-19 years,19.4,2163
1/1/2014,Virginia,15-19 years,18.4,4859
1/1/2014,Washington,15-19 years,19.1,4092
1/1/2014,West Virginia,15-19 years,36.6,1972
1/1/2014,Wisconsin,15-19 years,18,3378
1/1/2014,Wyoming,15-19 years,30.1,545
1/1/2015,Alabama,15-19 years,30.1,4739
1/1/2015,Alaska,15-19 years,29.3,662
1/1/2015,Arizona,15-19 years,26.3,5910
1/1/2015,Arkansas,15-19 years,38,3677
1/1/2015,California,15-19 years,19,24175
1/1/2015,Colorado,15-19 years,19.3,3270
1/1/2015,Connecticut,15-19 years,10.1,1241
1/1/2015,Delaware,15-19 years,18.1,540
1/1/2015,District of Columbia,15-19 years,25.6,501
1/1/2015,Florida,15-19 years,20.8,11957
1/1/2015,Georgia,15-19 years,25.6,8829
1/1/2015,Hawaii,15-19 years,20.6,789
1/1/2015,Idaho,15-19 years,22.5,1288
1/1/2015,Illinois,15-19 years,21.1,8764
1/1/2015,Indiana,15-19 years,26,5813
1/1/2015,Iowa,15-19 years,18.6,1943
1/1/2015,Kansas,15-19 years,25.5,2479
1/1/2015,Kentucky,15-19 years,32.4,4503
1/1/2015,Louisiana,15-19 years,34.1,5055
1/1/2015,Maine,15-19 years,15.4,603
1/1/2015,Maryland,15-19 years,17,3214
1/1/2015,Massachusetts,15-19 years,9.4,2140
1/1/2015,Michigan,15-19 years,19.4,6356
1/1/2015,Minnesota,15-19 years,13.7,2386
1/1/2015,Mississippi,15-19 years,34.8,3536
1/1/2015,Missouri,15-19 years,25,4838
1/1/2015,Montana,15-19 years,25.3,770
1/1/2015,Nebraska,15-19 years,22,1388
1/1/2015,Nevada,15-19 years,27.6,2369
1/1/2015,New Hampshire,15-19 years,10.9,468
1/1/2015,New Jersey,15-19 years,12.1,3374
1/1/2015,New Mexico,15-19 years,34.6,2320
1/1/2015,New York,15-19 years,14.6,8961
1/1/2015,North Carolina,15-19 years,23.6,7641
1/1/2015,North Dakota,15-19 years,22.2,527
1/1/2015,Ohio,15-19 years,23.2,8755
1/1/2015,Oklahoma,15-19 years,34.8,4391
1/1/2015,Oregon,15-19 years,19,2284
1/1/2015,Pennsylvania,15-19 years,17.7,7218
1/1/2015,Rhode Island,15-19 years,14.3,530
1/1/2015,South Carolina,15-19 years,26.2,4021
1/1/2015,South Dakota,15-19 years,26.4,720
1/1/2015,Tennessee,15-19 years,30.5,6267
1/1/2015,Texas,15-19 years,34.6,32687
1/1/2015,Utah,15-19 years,17.6,2021
1/1/2015,Vermont,15-19 years,11.6,245
1/1/2015,Virginia,15-19 years,17.1,4508
1/1/2015,Washington,15-19 years,17.6,3773
1/1/2015,West Virginia,15-19 years,31.9,1719
1/1/2015,Wisconsin,15-19 years,16.2,3040
1/1/2015,Wyoming,15-19 years,29.2,510
1/1/1990,Alabama,18-19 years,101.4,7030
1/1/1990,Alaska,18-19 years,120,807
1/1/1990,Arizona,18-19 years,111.6,6176
1/1/1990,Arkansas,18-19 years,120.7,4462
1/1/1990,California,18-19 years,104.3,44832
1/1/1990,Colorado,18-19 years,82.9,3914
1/1/1990,Connecticut,18-19 years,53.9,2519
1/1/1990,Delaware,18-19 years,71.4,815
1/1/1990,District of Columbia,18-19 years,96.7,1189
1/1/1990,Florida,18-19 years,100.6,17099
1/1/1990,Georgia,18-19 years,108.5,11491
1/1/1990,Hawaii,18-19 years,102,1461
1/1/1990,Idaho,18-19 years,84.8,1398
1/1/1990,Illinois,18-19 years,93.3,15900
1/1/1990,Indiana,18-19 years,87.8,8205
1/1/1990,Iowa,18-19 years,65.7,2869
1/1/1990,Kansas,18-19 years,89.9,3273
1/1/1990,Kentucky,18-19 years,103,6145
1/1/1990,Louisiana,18-19 years,106.9,7617
1/1/1990,Maine,18-19 years,68.8,1287
1/1/1990,Maryland,18-19 years,78.4,5277
1/1/1990,Massachusetts,18-19 years,47,4764
1/1/1990,Michigan,18-19 years,88.8,13305
1/1/1990,Minnesota,18-19 years,57.6,3692
1/1/1990,Mississippi,18-19 years,111,5365
1/1/1990,Missouri,18-19 years,93,7286
1/1/1990,Montana,18-19 years,85.8,932
1/1/1990,Nebraska,18-19 years,68,1624
1/1/1990,Nevada,18-19 years,115.1,1774
1/1/1990,New Hampshire,18-19 years,51.3,910
1/1/1990,New Jersey,18-19 years,62.4,6574
1/1/1990,New Mexico,18-19 years,124.2,2807
1/1/1990,New York,18-19 years,63.4,17348
1/1/1990,North Carolina,18-19 years,94.4,10560
1/1/1990,North Dakota,18-19 years,62.3,592
1/1/1990,Ohio,18-19 years,88.1,15135
1/1/1990,Oklahoma,18-19 years,104.3,5062
1/1/1990,Oregon,18-19 years,87.9,3425
1/1/1990,Pennsylvania,18-19 years,64.9,11919
1/1/1990,Rhode Island,18-19 years,55.7,1012
1/1/1990,South Carolina,18-19 years,101.4,6181
1/1/1990,South Dakota,18-19 years,78.7,824
1/1/1990,Tennessee,18-19 years,107.3,8413
1/1/1990,Texas,18-19 years,112.2,30609
1/1/1990,Utah,18-19 years,78.7,2546
1/1/1990,Vermont,18-19 years,49.6,493
1/1/1990,Virginia,18-19 years,77.7,7607
1/1/1990,Washington,18-19 years,84.4,5720
1/1/1990,West Virginia,18-19 years,89.9,2663
1/1/1990,Wisconsin,18-19 years,66.1,4952
1/1/1990,Wyoming,18-19 years,98.1,639
1/1/1991,Missouri,18-19 years,100,7209
1/1/1991,Alabama,18-19 years,108.5,7070
1/1/1991,Alaska,18-19 years,116.5,820
1/1/1991,Arizona,18-19 years,121.4,6194
1/1/1991,Arkansas,18-19 years,122.5,4387
1/1/1991,California,18-19 years,113,44492
1/1/1991,Colorado,18-19 years,92.1,4025
1/1/1991,Connecticut,18-19 years,58.8,2438
1/1/1991,Delaware,18-19 years,86.1,834
1/1/1991,District of Columbia,18-19 years,116,1093
1/1/1991,Florida,18-19 years,102.1,16463
1/1/1991,Georgia,18-19 years,110.9,11055
1/1/1991,Hawaii,18-19 years,94.3,1366
1/1/1991,Idaho,18-19 years,90.3,1497
1/1/1991,Illinois,18-19 years,98.3,15624
1/1/1991,Indiana,18-19 years,94.1,8053
1/1/1991,Iowa,18-19 years,70.6,2766
1/1/1991,Kansas,18-19 years,94.2,3101
1/1/1991,Kentucky,18-19 years,104.7,5911
1/1/1991,Louisiana,18-19 years,110.7,7484
1/1/1991,Maine,18-19 years,70.8,1238
1/1/1991,Maryland,18-19 years,80.1,4981
1/1/1991,Massachusetts,18-19 years,52.4,4377
1/1/1991,Michigan,18-19 years,90.8,12632
1/1/1991,Minnesota,18-19 years,61.3,3596
1/1/1991,Mississippi,18-19 years,118.9,5392
1/1/1991,Montana,18-19 years,83.9,909
1/1/1991,Nebraska,18-19 years,69.4,1568
1/1/1991,Nevada,18-19 years,118,1836
1/1/1991,New Hampshire,18-19 years,54.1,821
1/1/1991,New Jersey,18-19 years,62.7,6216
1/1/1991,New Mexico,18-19 years,124.4,2823
1/1/1991,New York,18-19 years,68.3,16645
1/1/1991,North Carolina,18-19 years,100.4,10128
1/1/1991,North Dakota,18-19 years,61.6,534
1/1/1991,Ohio,18-19 years,93.7,14846
1/1/1991,Oklahoma,18-19 years,115.9,5307
1/1/1991,Oregon,18-19 years,90.6,3375
1/1/1991,Pennsylvania,18-19 years,69.6,11506
1/1/1991,Rhode Island,18-19 years,61.3,902
1/1/1991,South Carolina,18-19 years,104.5,5946
1/1/1991,South Dakota,18-19 years,80.2,797
1/1/1991,Tennessee,18-19 years,111.6,8156
1/1/1991,Texas,18-19 years,119.2,30935
1/1/1991,Utah,18-19 years,78.8,2554
1/1/1991,Vermont,18-19 years,62.5,514
1/1/1991,Virginia,18-19 years,82,7242
1/1/1991,Washington,18-19 years,87.2,5583
1/1/1991,West Virginia,18-19 years,93.1,2628
1/1/1991,Wisconsin,18-19 years,70.9,4831
1/1/1991,Wyoming,18-19 years,99.3,651
1/1/1992,Alabama,18-19 years,108.9,6844
1/1/1992,Alaska,18-19 years,115,851
1/1/1992,Arizona,18-19 years,124.9,6305
1/1/1992,Arkansas,18-19 years,117.2,4151
1/1/1992,California,18-19 years,114.4,43391
1/1/1992,Colorado,18-19 years,92.6,3978
1/1/1992,Connecticut,18-19 years,58.4,2260
1/1/1992,Delaware,18-19 years,80.2,720
1/1/1992,District of Columbia,18-19 years,130.2,1005
1/1/1992,Florida,18-19 years,99.5,15654
1/1/1992,Georgia,18-19 years,111.5,10800
1/1/1992,Hawaii,18-19 years,87.3,1296
1/1/1992,Idaho,18-19 years,87.6,1481
1/1/1992,Illinois,18-19 years,97.3,14852
1/1/1992,Indiana,18-19 years,92.6,7587
1/1/1992,Iowa,18-19 years,70.3,2649
1/1/1992,Kansas,18-19 years,95.3,3104
1/1/1992,Kentucky,18-19 years,102.9,5598
1/1/1992,Louisiana,18-19 years,111.6,7321
1/1/1992,Maine,18-19 years,67.6,1116
1/1/1992,Maryland,18-19 years,76.9,4544
1/1/1992,Massachusetts,18-19 years,54.9,4110
1/1/1992,Michigan,18-19 years,89.3,11896
1/1/1992,Minnesota,18-19 years,59.8,3406
1/1/1992,Mississippi,18-19 years,119.3,5148
1/1/1992,Missouri,18-19 years,100,6910
1/1/1992,Montana,18-19 years,79.7,884
1/1/1992,Nebraska,18-19 years,68.5,1526
1/1/1992,Nevada,18-19 years,112,1747
1/1/1992,New Hampshire,18-19 years,55.1,768
1/1/1992,New Jersey,18-19 years,61,5823
1/1/1992,New Mexico,18-19 years,124.1,2862
1/1/1992,New York,18-19 years,68.1,15705
1/1/1992,North Carolina,18-19 years,104.2,9907
1/1/1992,North Dakota,18-19 years,66.7,572
1/1/1992,Ohio,18-19 years,91.7,13873
1/1/1992,Oklahoma,18-19 years,113.5,5080
1/1/1992,Oregon,18-19 years,89.3,3330
1/1/1992,Pennsylvania,18-19 years,67.7,10527
1/1/1992,Rhode Island,18-19 years,67.7,881
